Class,Order,Family,Genus,Species,Common_name,Location,Country,Region,Latitude,Longitude,System,T_realm,T_biome,FW_realm,FW_biome,M_realm,M_ocean,M_biome
Mammalia,Artiodactyla,Bovidae,Taurotragus,derbianus,Giant eland / Derby's eland,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Taurotragus,oryx,Common eland / Eland,"Narok District, Kenya",Kenya,Africa,-1.5,35,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Taurotragus,oryx,Common eland / Eland,Uganda,Uganda,Africa,2,33,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Taurotragus,oryx,Common eland / Eland,"Akagera National Park and Mutara Hunting Reserve, Rwanda",Rwanda,Africa,-2,30,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Taurotragus,oryx,Common eland / Eland,Namibia,Namibia,Africa,-22,17,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Taurotragus,oryx,Common eland / Eland,"Tsavo National Park, Kenya",Kenya,Africa,-3,38.66667,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Tragelaphus,angasii,Nyala,Malawi,Malawi,Africa,-13.5,34,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Tragelaphus,buxtoni,Mountain nayala,"Bale Mountain National Park, Ethiopia",Ethiopia,Africa,6.75,39.75,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Tragelaphus,buxtoni,Mountain nayala,"Ethopia, (Not including Bale National Park)",Ethiopia,Africa,8,38,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Tragelaphus,scriptus,Bushbuck,"Lake Manyara National Park, Tanzania","Tanzania, United Republic Of",Africa,-3.5,35.75,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Tragelaphus,scriptus,Bushbuck,"Gaysay, Bale Mountains National Park, Ethiopia",Ethiopia,Africa,7.16667,39.71667,Terrestrial,Afrotropical,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Tragelaphus,scriptus,Bushbuck,"Comoé National Park, Ivory Coast",Côte D'Ivoire,Africa,9,-4,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Tragelaphus,spekii,Sitatunga,"Saiwa swamp, Kenya",Kenya,Africa,1.13333,34.7,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,Greater kudu,Namibia,Namibia,Africa,-22,17,Terrestrial,Afrotropical,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Reptilia,Squamata,Scincidae,Leiolopisma,telfairii,Mccann's ground skink / Round Island skink,"Round Island, Mauritius",Mauritius,Africa,-19.84806,57.78083,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Reptilia,Squamata,Gekkonidae,Nactus,serpensinsula,Serpent island gecko,"Round Island, Mauritius",Mauritius,Africa,-19.84806,57.78083,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Reptilia,Squamata,Gekkonidae,Phelsuma,guentheri,Round Island day gecko,"Round Island, Mauritius",Mauritius,Africa,-19.84806,57.78083,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Reptilia,Squamata,Gekkonidae,Phelsuma,ornata,Mauritius ornate day gecko / Ornate day gecko,"Round Island, Mauritius",Mauritius,Africa,-19.84806,57.78083,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Reptilia,Squamata,Scincidae,Gongylomorphus,bojerii,Bojer's skink,"Round Island, Mauritius",Mauritius,Africa,-19.84806,57.78083,Terrestrial,Afrotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Struthioniformes,Apterygidae,Apteryx,australis,Southern tokoeka kiwi / North Island brown kiwi,"Stewart Island, New Zealand",New Zealand,Oceania,-47,168,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Aves,Struthioniformes,Apterygidae,Apteryx,australis,Southern tokoeka kiwi / North Island brown kiwi,"Southern South Island, New Zealand",New Zealand,Oceania,-45.33333,167.85,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Aves,Struthioniformes,Apterygidae,Apteryx,australis,Southern tokoeka kiwi / North Island brown kiwi,"Total Population - North Island, New Zealand",New Zealand,Oceania,-38.68333,176.08333,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Aves,Struthioniformes,Apterygidae,Apteryx,haastii,Great spotted kiwi,"North west of South Island, New Zealand",New Zealand,Oceania,-41.33333,172.33333,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Aves,Struthioniformes,Apterygidae,Apteryx,owenii,Little spotted kiwi,"Total - isolated to NZ off shore islands (used Kapiti island for geographic location), New Zealand",New Zealand,Oceania,-40.86667,174.9,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Aves,Passeriformes,Callaeatidae,Callaeas,cinereus,Kokako,"Mapara, New Zealand",New Zealand,Oceania,-38.48333,175.08333,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Cyanoramphus,novaezelandiae,Norfolk island parakeet,"Norfolk Island, Australia (World Pop)",Norfolk Island,Oceania,-29.03333,167.95,Terrestrial,Australasia,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Lathamus,discolor,Swift parrot,"Tasmania, Australia",Australia,Oceania,-42,147,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Neophema,chrysogaster,Orange-bellied parrot,South Australia,Australia,Oceania,-37,144,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Aves,Passeriformes,Eupetidae,Psophodes,nigrogularis,Western whipbird,"Two Peoples Bay Nature Reserve, Western Heath, Australia",Australia,Oceania,-34.97917,118.14917,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Diprotodontia,Macropodidae,Macropus,fuliginosus,Western grey kangaroo,Australia,Australia,Oceania,-23.7,133.88333,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Diprotodontia,Macropodidae,Macropus,giganteus,Eastern grey kangaroo,Australia,Australia,Oceania,-23.7,133.88333,Terrestrial,Australasia,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Peramelemorphia,Peramelidae,Perameles,gunnii,Eastern barred bandicoot,"Hamilton, Victoria, Australia",Australia,Oceania,-37.75,142.03333,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Diprotodontia,Macropodidae,Setonix,brachyurus,Quokka,"Jandakot, Western Australia",Australia,Oceania,-32.11667,115.85,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Diprotodontia,Phalangeridae,Trichosurus,vulpecula,Common brush-tailed possum,"Tasmania, Australia",Australia,Oceania,-42,147,Terrestrial,Australasia,Temperate broadleaf and mixed forests,NULL,NULL,NULL,NULL,NULL
Aves,Passeriformes,Fringillidae,Loxioides,bailleui,Palila,Hawaii,United States,North America,19.59278,-155.51972,Terrestrial,Oceania,Tropical and subtropical coniferous forests,NULL,NULL,NULL,NULL,NULL
Aves,Passeriformes,Fringillidae,Telespiza,cantans,Laysan finch,"Laysan Island, Hawaii",United States,North America,25.77056,-171.7375,Terrestrial,Oceania,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Vini,ultramarina,Ultramarine lorikeet,"Nuku Hiva, Marquesas Islands",French Polynesia,Oceania,-8.86667,-140.1,Terrestrial,Oceania,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Vini,ultramarina,Ultramarine lorikeet,"Ua Pou, Marquesas Islands",French Polynesia,Oceania,-9.38333,-140.05,Terrestrial,Oceania,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Chiroptera,Pteropodidae,Pteropus,mariannus,Mariana fruit bat,Guam,Guam,Oceania,13.46667,144.78333,Terrestrial,Oceania,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Falconiformes,Accipitridae,Gyps,bengalensis,White-rumped vulture / Oriental white-backed vulture,"Punjab Province, Pakistan",Pakistan,Asia,31.55,74.35,Terrestrial,Indo-Malayan,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Axis,axis,Chital / Axis deer / Indian spotted deer,"Gir Forest, India",India,Asia,21.33306,70.79167,Terrestrial,Indo-Malayan,Tropical and subtropical dry broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Axis,porcinus,Hog deer,"Kaziranga National Park, Assam, India",India,Asia,26.63333,93.38333,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Bos,frontalis,Gaur,"Kaziranga National Park, Assam, India",India,Asia,26.63333,93.38333,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Boselaphus,tragocamelus,Nilgai,"Gir Forest, India",India,Asia,21.33306,70.79167,Terrestrial,Indo-Malayan,Tropical and subtropical dry broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Bubalus,bubalis,Asiatic buffalo / Water buffalo,"Kaziranga National Park, Assam, India",India,Asia,26.63333,93.38333,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Bubalus,bubalis,Asiatic buffalo / Water buffalo,"Koshi Tappu Wildlife Reserve, Nepal",Nepal,Asia,26.64889,86.99667,Terrestrial,Indo-Malayan,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Rucervus,duvaucelii,Swamp deer,"Kaziranga National Park, Assam, India",India,Asia,26.63333,93.38333,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Rucervus,duvaucelii,Swamp deer,"Suklaphanta Wildlife Reserve, Nepal",Nepal,Asia,28.91667,80.33333,Terrestrial,Indo-Malayan,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,Red deer / Elk,India,India,Asia,20,77,Terrestrial,Indo-Malayan,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Rusa,unicolor,Sambar,"Kaziranga National Park, Assam, India",India,Asia,26.63333,93.38333,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Cervidae,Rusa,unicolor,Sambar,"Gir Forest, Gujarat, India",India,Asia,21.33306,70.79167,Terrestrial,Indo-Malayan,Tropical and subtropical dry broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Proboscidea,Elephantidae,Elephas,maximus,Asian elephant,"Kaziranga National Park, Assam, India",India,Asia,26.63333,93.38333,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Equidae,Equus,hemionus,Wild ass / Kulan,"Little Rann of Kutch, India",India,Asia,24.08333,70.16667,Terrestrial,Indo-Malayan,Flooded grasslands and savannas,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Gazella,bennettii,Chinkara,"Gir Forest, India",India,Asia,21.33306,70.79167,Terrestrial,Indo-Malayan,Tropical and subtropical dry broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Hemitragus,hylocrius,Nilgiri tahr,"Nilgiri Plateau, India",India,Asia,11.91667,77.03333,Terrestrial,Indo-Malayan,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Hemitragus,hylocrius,Nilgiri tahr,"Eravikulam National Park, India",India,Asia,10,77,Terrestrial,Indo-Malayan,"Tropical and subtropical grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Hemitragus,hylocrius,Nilgiri tahr,"Anamalai Hills, India",India,Asia,10.21722,76.8175,Terrestrial,Indo-Malayan,"Temperate grasslands, savannas and shrublands",NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Macaca,silenus,Lion-tailed macaque,"Western Ghats, India",India,Asia,14,75,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Macaca,silenus,Lion-tailed macaque,"Kerala, India",India,Asia,11,78,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Ovis,ammon,Argali / Kizil-kum sheep,"Khunjerab National Park, Pakistan",Pakistan,Asia,36.58694,75.39972,Terrestrial,Palearctic,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Ovis,aries,Urial,"Himalayan foothills between Indus and Jhelum rivers, Pakistan",Pakistan,Asia,32.83,71.62972,Terrestrial,Indo-Malayan,Tropical and subtropical coniferous forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Ovis,aries,Urial,Pakistan,Pakistan,Asia,30.00556,70.01472,Terrestrial,Palearctic,Montane grasslands and shrublands,NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Felidae,Panthera,pardus,Leopard,"Gir Conservation Area, India",India,Asia,21.33306,70.79167,Terrestrial,Indo-Malayan,Tropical and subtropical dry broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Felidae,Panthera,tigris,Tiger,"Fujian province and adjacent areas, China",China,Asia,26.35722,117.19778,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Felidae,Panthera,tigris,Tiger,"Malay Peninsula, Malaysia",Malaysia,Asia,3.11667,101.68333,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Carnivora,Felidae,Panthera,tigris,Tiger,"India, all States",India,Asia,21.88333,80.66667,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,Javan rhinoceros,"Cat Tien National Park, Vietnam",Viet Nam,Asia,11.5,106.66667,Terrestrial,Indo-Malayan,Tropical and subtropical dry broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,Javan rhinoceros,"Java, Indonesia",Indonesia,Asia,-7.49167,110.00444,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Artiodactyla,Bovidae,Tetracerus,quadricornis,Four-horned antelope,"Gir Forest, India",India,Asia,21.33306,70.79167,Terrestrial,Indo-Malayan,Tropical and subtropical dry broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Trachypithecus,poliocephalus,Francois leaf monkey,"Longrui Reserve, Linming County, China",China,Asia,22.21667,107.06667,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Mammalia,Primates,Cercopithecidae,Trachypithecus,francoisi,François' langur,"Guangxi Province, China",China,Asia,22.81667,108.31667,Terrestrial,Indo-Malayan,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Passeriformes,Icteridae,Agelaius,xanthomus,Yellow-shouldered blackbird,"Boquerón forest, southwestern Puerto Rico",Puerto Rico,Latin America and Caribbean,17.97389,-67.12639,Terrestrial,Neotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Passeriformes,Icteridae,Agelaius,xanthomus,Yellow-shouldered blackbird,"Roosevelt Roads Naval Station, Ceiba, Puerto Rico",Puerto Rico,Latin America and Caribbean,18.28833,-65.64,Terrestrial,Neotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Passeriformes,Icteridae,Agelaius,xanthomus,Yellow-shouldered blackbird,"Monito Island, Puerto Rico",Puerto Rico,Latin America and Caribbean,18.17028,-67.97194,Terrestrial,Neotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Passeriformes,Icteridae,Agelaius,xanthomus,Yellow-shouldered blackbird,"Salinas, Puerto Rico",Puerto Rico,Latin America and Caribbean,18.01528,-66.25417,Terrestrial,Neotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Passeriformes,Icteridae,Agelaius,xanthomus,Yellow-shouldered blackbird,"Mona Islands, Puerto Rico",Puerto Rico,Latin America and Caribbean,18.08722,-67.97194,Terrestrial,Neotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Amazona,arausiaca,Red-necked amazon,"Dominica, Lesser Antilles",Dominica,Latin America and Caribbean,15.5,-61.33333,Terrestrial,Neotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Amazona,leucocephala,Bahama amazon / Grand cayman amazon / Cayman brac amazon,Abaco Island,Bahamas,Latin America and Caribbean,26.46667,-77.08333,Terrestrial,Neotropical,Tropical and subtropical coniferous forests,NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Amazona,barbadensis,Yellow-shouldered amazon,"Margarita and La Blanquilla Islands, Venezuela","Venezuela, Bolivarian Republic Of",Latin America and Caribbean,11.01556,-63.90583,Terrestrial,Neotropical,Deserts and xeric shrublands,NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Amazona,leucocephala,Bahama amazon / Grand cayman amazon / Cayman brac amazon,Grand Cayman Island,Cayman Islands,Latin America and Caribbean,19.33333,-81.25,Terrestrial,Neotropical,Tropical and subtropical dry broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Amazona,leucocephala,Bahama amazon / Grand cayman amazon / Cayman brac amazon,Cayman Brac,Cayman Islands,Latin America and Caribbean,19.71667,-79.81667,Terrestrial,Neotropical,Tropical and subtropical dry broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Amazona,versicolor,St Lucia amazon parrot,St Lucia,Saint Lucia,Latin America and Caribbean,13.905,-60.97028,Terrestrial,Neotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Amazona,vittata,Puerto Rican parrot,Puerto Rico,Puerto Rico,Latin America and Caribbean,18.23278,-66.4575,Terrestrial,Neotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
Aves,Psittaciformes,Psittacidae,Amazona,vittata,Puerto Rican parrot,Puerto Rico,Puerto Rico,Latin America and Caribbean,18.23278,-66.4575,Terrestrial,Neotropical,Tropical and subtropical moist broadleaf forests,NULL,NULL,NULL,NULL,NULL
